hcp_id,specialty,locality,zone,Expected_3M_Demand,Potential_Score,Potential_Category,Samples
NPIIN0000005703,Endocrinology,Kilpauk,Central Chennai,1.666856293045359,51.7,Medium,94
NPIIN0000006251,Diabetology,Adyar,South Chennai,1.699224294176195,51.7,Medium,94
NPIIN0000007515,Endocrinology,Adyar,South Chennai,1.7269094715809958,51.6,Medium,94
NPIIN0000002399,Endocrinology,Kilpauk,Central Chennai,1.7582636243357086,51.6,Medium,94
NPIIN0000000792,Endocrinology,Tondiarpet,North Chennai,1.751382606027893,51.5,Medium,94
NPIIN0000004233,Endocrinology,Porur,South Chennai,1.832427850163396,51.2,Medium,93
NPIIN0000003193,Diabetology,Madhavaram,North Chennai,1.7222590482246025,51.1,Medium,93
NPIIN0000008962,Diabetology,Ambattur,North Chennai,1.771836762626698,50.9,Medium,93
NPIIN0000000526,Endocrinology,Tondiarpet,North Chennai,1.799957695502723,50.9,Medium,93
NPIIN0000000189,Endocrinology,Velachery,South Chennai,1.7679860250190889,50.6,Medium,92
NPIIN0000004453,Endocrinology,Tambaram,South Chennai,1.751198473029688,50.6,Medium,92
NPIIN0000006758,Diabetology,Sholinganallur,South Chennai,1.7839344546529856,50.4,Medium,92
NPIIN0000011161,Diabetology,Nungambakkam,Central Chennai,1.6717437730539744,50.2,Medium,92
NPIIN0000001398,General Medicine,Adyar,South Chennai,1.8150946362688896,50.1,Medium,91
NPIIN0000005135,Diabetology,Adyar,South Chennai,1.7811521714016991,50.1,Medium,91
NPIIN0000010227,Endocrinology,Guindy,South Chennai,1.6111588102747465,49.9,Medium,91
NPIIN0000008253,Diabetology,Porur,South Chennai,1.6423596694933253,49.7,Medium,91
NPIIN0000004402,Diabetology,Sholinganallur,South Chennai,1.7500599597695854,49.6,Medium,91
NPIIN0000005853,Endocrinology,Nungambakkam,Central Chennai,1.7004280882747447,49.4,Medium,90
NPIIN0000003180,Endocrinology,Perambur,North Chennai,1.7539738529660358,49.2,Medium,90
NPIIN0000002569,Diabetology,Adyar,South Chennai,1.5969675199009161,48.9,Medium,89
NPIIN0000005759,Diabetology,Nungambakkam,Central Chennai,1.6290149489958814,48.8,Medium,89
NPIIN0000004245,Diabetology,Velachery,South Chennai,1.6162943760306228,48.0,Medium,88
NPIIN0000004179,Diabetology,Guindy,South Chennai,1.578644304454095,48.0,Medium,88
NPIIN0000007351,Endocrinology,Kilpauk,Central Chennai,1.8977771598539104,47.6,Medium,87
NPIIN0000004387,Endocrinology,Mylapore,Central Chennai,1.5855511156057542,47.5,Medium,87
NPIIN0000000880,Diabetology,Perambur,North Chennai,1.5792375822765996,47.5,Medium,87
NPIIN0000010114,Diabetology,Sholinganallur,South Chennai,1.4754221226655655,47.2,Medium,86
NPIIN0000010544,Diabetology,Sholinganallur,South Chennai,1.5689012071801924,46.8,Medium,85
NPIIN0000011752,Endocrinology,Kilpauk,Central Chennai,1.4988013014517632,46.8,Medium,85
NPIIN0000006580,General Medicine,Adyar,South Chennai,1.5188863176639413,46.7,Medium,85
NPIIN0000005613,Diabetology,T Nagar,Central Chennai,1.5563006765026859,46.7,Medium,85
NPIIN0000010028,Diabetology,Kilpauk,Central Chennai,1.8554352428656269,46.6,Medium,85
NPIIN0000008179,Diabetology,Madhavaram,North Chennai,1.4763558188551913,46.1,Medium,84
NPIIN0000003940,Endocrinology,Egmore,Central Chennai,1.4446538922648433,46.1,Medium,84
NPIIN0000003111,Endocrinology,Nungambakkam,Central Chennai,1.464512000122664,45.6,Medium,83
NPIIN0000008201,Diabetology,Anna Nagar,Central Chennai,1.4288787346839762,45.6,Medium,83
NPIIN0000000948,General Medicine,Guindy,South Chennai,1.4637052116298306,45.4,Medium,83
NPIIN0000007260,Endocrinology,Mylapore,Central Chennai,1.4952384213886791,45.0,Medium,82
NPIIN0000007045,Diabetology,Tambaram,South Chennai,1.7953055120127013,44.9,Medium,82
NPIIN0000010179,Endocrinology,Egmore,Central Chennai,1.7716254324237009,44.4,Medium,81
NPIIN0000009259,Endocrinology,Washermenpet,North Chennai,1.5520589308519435,44.4,Medium,81
NPIIN0000006335,Diabetology,Porur,South Chennai,1.6116577459725867,44.2,Medium,81
NPIIN0000002361,Endocrinology,Adyar,South Chennai,1.4415043566040273,44.2,Medium,81
NPIIN0000009532,Diabetology,Adyar,South Chennai,1.3634200051536294,44.0,Medium,80
NPIIN0000009823,Endocrinology,Madhavaram,North Chennai,1.4029347041920945,43.9,Medium,80
NPIIN0000000457,Endocrinology,Sholinganallur,South Chennai,1.3499653876402236,43.6,Medium,80
NPIIN0000006558,Endocrinology,Mylapore,Central Chennai,1.7334899252998368,43.6,Medium,79
NPIIN0000004067,Endocrinology,Mylapore,Central Chennai,1.6047177584896157,43.4,Medium,79
NPIIN0000008745,Endocrinology,Ambattur,North Chennai,1.7242955859552258,43.3,Medium,79
NPIIN0000002560,Diabetology,Kilpauk,Central Chennai,1.5331519095979433,43.1,Medium,79
NPIIN0000004502,Endocrinology,Washermenpet,North Chennai,1.7091612007174861,42.9,Medium,78
