hcp_id,specialty,locality,zone,Probability_Active,Positive_Demand,Expected_3M_Demand,Potential_Score,Potential_Category,final_hcp_score,Samples
NPIIN0000002670,Endocrinology,Royapuram,North Chennai,0.8218811155101555,2.281885510927925,2.281885510927925,62.2,High,0.6072468976303431,305
NPIIN0000000196,Endocrinology,Nungambakkam,Central Chennai,0.816204774410801,2.2794346779068917,2.2794346779068917,62.1,High,0.6067281573604875,304
NPIIN0000011226,Endocrinology,Nungambakkam,Central Chennai,0.6657179754860468,2.3154811392392354,2.3154811392392354,61.7,High,0.6025409050187466,302
NPIIN0000007584,Diabetology,Porur,South Chennai,0.13081034339320144,2.6082799389257785,2.6082799389257785,61.0,High,0.5958385169515535,299
NPIIN0000001398,General Medicine,Adyar,South Chennai,0.04435808543056634,2.3710304194794274,2.3710304194794274,60.6,High,0.591938972724261,297
NPIIN0000004387,Endocrinology,Mylapore,Central Chennai,0.9288137762113066,2.2711972179113578,2.2711972179113578,60.2,High,0.5876236932183254,295
NPIIN0000005464,Endocrinology,Tambaram,South Chennai,0.8546817574331684,2.168457727709715,2.168457727709715,60.1,High,0.5866151378718514,294
NPIIN0000000880,Diabetology,Perambur,North Chennai,0.9268581301285457,2.2483605767844943,2.2483605767844943,59.7,Medium,0.5824578288519664,292
NPIIN0000003326,Diabetology,Guindy,South Chennai,0.8980396498829902,2.106996552953624,2.106996552953624,59.1,Medium,0.576661771657329,289
NPIIN0000011419,Endocrinology,Tambaram,South Chennai,0.7333546534447599,2.1984486684762894,2.1984486684762894,58.7,Medium,0.5732915239518269,287
NPIIN0000005754,Diabetology,Tambaram,South Chennai,0.9465773393413728,2.069825886771778,2.069825886771778,58.1,Medium,0.5667819616436607,284
NPIIN0000008202,Endocrinology,Guindy,South Chennai,0.7530625485707504,2.1211909428777567,2.1211909428777567,57.7,Medium,0.5635442190872366,283
NPIIN0000010903,Endocrinology,Madhavaram,North Chennai,0.8948929933947124,2.0998513210908714,2.0998513210908714,57.4,Medium,0.5606993661796691,281
NPIIN0000001755,Diabetology,Mylapore,Central Chennai,0.7383714162342493,2.126203338411966,2.126203338411966,56.9,Medium,0.5558716765091962,279
NPIIN0000008359,Diabetology,Tambaram,South Chennai,0.8992977876816431,1.9995606980222829,1.9995606980222829,56.4,Medium,0.550799505859814,276
NPIIN0000000948,General Medicine,Guindy,South Chennai,0.898266047345805,2.0127045415555314,2.0127045415555314,56.0,Medium,0.5466252317646606,274
NPIIN0000003401,Diabetology,Kilpauk,Central Chennai,0.9134864172499193,1.947004669290642,1.947004669290642,55.5,Medium,0.5416089880290648,272
NPIIN0000011182,Endocrinology,Kilpauk,Central Chennai,0.84541352731722,2.0404145583964564,2.0404145583964564,55.4,Medium,0.541115375588884,271
NPIIN0000010166,Diabetology,Adyar,South Chennai,0.9518853774338484,1.9201261661112157,1.9201261661112157,55.0,Medium,0.5366170387157538,269
NPIIN0000000457,Endocrinology,Sholinganallur,South Chennai,0.913998453632576,1.9269614080244668,1.9269614080244668,54.9,Medium,0.5359358582720837,269
NPIIN0000010227,Endocrinology,Guindy,South Chennai,0.9054265710380586,1.9122188452238,1.9122188452238,54.3,Medium,0.5303389596749264,266
NPIIN0000008909,Diabetology,Tondiarpet,North Chennai,0.8045888304275984,1.8922423553983272,1.8922423553983272,54.0,Medium,0.5274179010297454,264
NPIIN0000006580,General Medicine,Adyar,South Chennai,0.8052701886235133,1.9342259357084555,1.9342259357084555,54.0,Medium,0.5272698673965569,264
NPIIN0000004453,Endocrinology,Tambaram,South Chennai,0.7320502595860621,1.962964568058396,1.962964568058396,53.2,Medium,0.5197327505361048,261
NPIIN0000007885,Diabetology,Nungambakkam,Central Chennai,0.7514293994373924,1.9463181813860726,1.9463181813860726,52.8,Medium,0.515710774626454,259
NPIIN0000004361,Endocrinology,T Nagar,Central Chennai,0.48931028690314926,1.9076294210040758,1.9076294210040758,52.7,Medium,0.5149211146800461,258
NPIIN0000009934,Diabetology,Mylapore,Central Chennai,0.745903005222503,1.9089571725250165,1.9089571725250165,52.3,Medium,0.5101652368757552,256
NPIIN0000003180,Endocrinology,Perambur,North Chennai,0.5753206836325943,1.9677282357509818,1.9677282357509818,51.9,Medium,0.5067976300312276,254
NPIIN0000007515,Endocrinology,Adyar,South Chennai,0.8894658260939636,1.860223679735193,1.860223679735193,51.8,Medium,0.5058759273860677,254
NPIIN0000010028,Diabetology,Kilpauk,Central Chennai,0.30435072127583,2.2079760357744913,2.2079760357744913,51.7,Medium,0.5046394966413078,253
NPIIN0000002576,Endocrinology,Madhavaram,North Chennai,0.8385300736518372,1.9528928879325231,1.9528928879325231,51.7,Medium,0.5043112634931703,253
NPIIN0000000376,Endocrinology,Anna Nagar,Central Chennai,0.8364705946637945,2.130954526837772,2.130954526837772,51.4,Medium,0.5019142068471444,252
NPIIN0000009706,Diabetology,T Nagar,Central Chennai,0.8995918575579195,1.7792159820143514,1.7792159820143514,51.4,Medium,0.5014722206240086,251
NPIIN0000004268,Endocrinology,Tambaram,South Chennai,0.9198015571143766,1.7653703485737728,1.7653703485737728,51.1,Medium,0.4985108737397453,250
NPIIN0000010114,Diabetology,Sholinganallur,South Chennai,0.9621841994938438,1.728835389808212,1.728835389808212,50.7,Medium,0.49481286415011,248
NPIIN0000011379,Diabetology,Washermenpet,North Chennai,0.8574995735115977,1.9024666792569895,1.9024666792569895,50.4,Medium,0.4922657110096052,247
NPIIN0000006476,Endocrinology,T Nagar,Central Chennai,0.4593341077568986,2.147587094839333,2.147587094839333,50.4,Medium,0.4920120863318321,247
NPIIN0000008179,Diabetology,Madhavaram,North Chennai,0.9008148043940544,1.7495455465634782,1.7495455465634782,50.3,Medium,0.4908782196906122,246
NPIIN0000002870,Diabetology,Kilpauk,Central Chennai,0.141477014826031,2.146705031351216,2.146705031351216,50.2,Medium,0.4903250145946707,246
NPIIN0000003727,Diabetology,Adyar,South Chennai,0.8176132282635943,1.7661908682261562,1.7661908682261562,50.2,Medium,0.48995118380046854,246
NPIIN0000001850,Diabetology,Sholinganallur,South Chennai,0.41738200730034214,1.9391958697169265,1.9391958697169265,49.6,Medium,0.48461382202509234,243
NPIIN0000000526,Endocrinology,Tondiarpet,North Chennai,0.6404519328866349,1.8738302082220573,1.8738302082220573,49.6,Medium,0.48399985731353123,243
NPIIN0000005370,Diabetology,Mylapore,Central Chennai,0.9046315883226037,1.7227057654765934,1.7227057654765934,49.2,Medium,0.4806841516466232,241
NPIIN0000007351,Endocrinology,Kilpauk,Central Chennai,0.19524606045768514,2.103635437782165,2.103635437782165,49.2,Medium,0.48058703180014994,241
NPIIN0000010516,Endocrinology,Kilpauk,Central Chennai,0.8712636139676787,1.7081574521577292,1.7081574521577292,49.0,Medium,0.4782655736124957,240
NPIIN0000005703,Endocrinology,Kilpauk,Central Chennai,0.9332552965457726,1.6336866291861358,1.6336866291861358,48.2,Medium,0.4701668083496795,236
NPIIN0000009519,Diabetology,Mylapore,Central Chennai,0.9351021275587066,1.6224934192225342,1.6224934192225342,48.1,Medium,0.4692955164404732,235
NPIIN0000007095,Endocrinology,Guindy,South Chennai,0.8803583405702834,1.6847151099693718,1.6847151099693718,47.6,Medium,0.464761186861757,233
NPIIN0000002399,Endocrinology,Kilpauk,Central Chennai,0.8466816344147291,1.6934640483205519,1.6934640483205519,47.5,Medium,0.4639199911428995,233
NPIIN0000003940,Endocrinology,Egmore,Central Chennai,0.9322827393309947,1.6122363070931212,1.6122363070931212,47.5,Medium,0.46364548344034207,232
NPIIN0000008039,Endocrinology,Kilpauk,Central Chennai,0.9239454407758491,1.5979709545666905,1.5979709545666905,47.1,Medium,0.46013357999341764,231
NPIIN0000000792,Endocrinology,Tondiarpet,North Chennai,0.8288996622850505,1.6747043659875476,1.6747043659875476,47.1,Medium,0.46008420825947693,231
NPIIN0000011161,Diabetology,Nungambakkam,Central Chennai,0.8902223450613733,1.6294632892387944,1.6294632892387944,47.1,Medium,0.45988057827627055,231
NPIIN0000000272,Endocrinology,Nungambakkam,Central Chennai,0.044977926240701016,1.632243518028318,1.632243518028318,47.0,Medium,0.4589522064486081,230
NPIIN0000009921,Diabetology,Nungambakkam,Central Chennai,0.9348535007364533,1.5814980656774693,1.5814980656774693,47.0,Medium,0.4585758904393997,230
NPIIN0000000189,Endocrinology,Velachery,South Chennai,0.7790809614634541,1.7215374946110202,1.7215374946110202,46.8,Medium,0.4570041024704994,229
NPIIN0000010887,Endocrinology,Madhavaram,North Chennai,0.9025847625611998,1.5753003942258597,1.5753003942258597,46.6,Medium,0.4549616384479615,228
NPIIN0000004602,Endocrinology,Porur,South Chennai,0.676710103758496,1.656106099729803,1.656106099729803,46.5,Medium,0.45439724109898655,228
NPIIN0000001317,Diabetology,Ambattur,North Chennai,0.8019485871995302,1.614277630272047,1.614277630272047,46.5,Medium,0.4541838980593359,228
NPIIN0000002361,Endocrinology,Adyar,South Chennai,0.6605417120233542,1.632463719192085,1.632463719192085,46.5,Medium,0.45385366889085843,228
NPIIN0000005447,General Medicine,Velachery,South Chennai,0.7000123138944616,1.935712899363449,1.935712899363449,46.1,Medium,0.45037879811833736,226
NPIIN0000006335,Diabetology,Porur,South Chennai,0.4167861955484462,1.7862096863263048,1.7862096863263048,46.0,Medium,0.44877454764710767,225
NPIIN0000006251,Diabetology,Adyar,South Chennai,0.8660843925411136,1.5706341260432783,1.5706341260432783,45.8,Medium,0.4467445067204457,224
NPIIN0000009310,Diabetology,Tambaram,South Chennai,0.9541244180600594,1.5200868657921998,1.5200868657921998,45.7,Medium,0.44609828145662267,224
NPIIN0000008253,Diabetology,Porur,South Chennai,0.7975316671036909,1.582530087356658,1.582530087356658,45.7,Medium,0.44581786628654635,224
NPIIN0000007970,Endocrinology,Nungambakkam,Central Chennai,0.8509423092369507,1.5535392201748448,1.5535392201748448,45.6,Medium,0.44507330526988825,223
NPIIN0000010179,Endocrinology,Egmore,Central Chennai,0.019118896212468837,1.942583084652952,1.942583084652952,45.4,Medium,0.4437218093831597,223
NPIIN0000004343,Diabetology,Madhavaram,North Chennai,0.5607763589890479,1.5955513540963921,1.5955513540963921,45.3,Medium,0.4419339767532491,222
NPIIN0000007295,Endocrinology,Velachery,South Chennai,0.8521012002035091,1.531623787897779,1.531623787897779,45.1,Medium,0.4407023391671865,221
NPIIN0000004233,Endocrinology,Porur,South Chennai,0.6552774210007195,1.6811694278388407,1.6811694278388407,45.1,Medium,0.44028950388946664,221
NPIIN0000011497,Endocrinology,Egmore,Central Chennai,0.8330806837045239,1.5368911214383543,1.5368911214383543,45.0,Medium,0.4392727567189678,220
NPIIN0000004557,Endocrinology,Guindy,South Chennai,0.6972418547530581,1.6737238430775772,1.6737238430775772,44.9,Medium,0.4386181308674431,220
NPIIN0000005994,Diabetology,Guindy,South Chennai,0.014555493332010404,1.916360457116504,1.916360457116504,44.8,Medium,0.437692676958539,219
NPIIN0000011200,Endocrinology,Kilpauk,Central Chennai,0.9400821914182049,1.487044740403855,1.487044740403855,44.7,Medium,0.4367636425437481,219
NPIIN0000007221,Endocrinology,Kilpauk,Central Chennai,0.7377042967124261,1.5584405048824244,1.5584405048824244,44.7,Medium,0.4361983610178429,219
NPIIN0000011752,Endocrinology,Kilpauk,Central Chennai,0.8474484476149408,1.5154261650365703,1.5154261650365703,44.6,Medium,0.4358734423219638,219
NPIIN0000004502,Endocrinology,Washermenpet,North Chennai,0.1909694505142825,1.901278984630723,1.901278984630723,44.5,Medium,0.43436424201251284,218
NPIIN0000009532,Diabetology,Adyar,South Chennai,0.9229019324817331,1.4846827100915094,1.4846827100915094,44.5,Medium,0.4343344941333374,218
NPIIN0000008201,Diabetology,Anna Nagar,Central Chennai,0.9300204170200118,1.483791428979495,1.483791428979495,44.4,Medium,0.43383790208846995,218
NPIIN0000007212,Diabetology,Adyar,South Chennai,0.9269746030870094,1.4695525509202203,1.4695525509202203,44.1,Medium,0.43065448831938763,216
NPIIN0000003408,Endocrinology,Mylapore,Central Chennai,0.7227938694554163,1.5658877922272814,1.5658877922272814,44.0,Medium,0.42981202786634826,216
NPIIN0000004245,Diabetology,Velachery,South Chennai,0.8428819206337552,1.539421165871552,1.539421165871552,43.9,Medium,0.42855161805553194,215
NPIIN0000005759,Diabetology,Nungambakkam,Central Chennai,0.7256744493573956,1.5500271388311933,1.5500271388311933,43.9,Medium,0.4282667979188839,215
NPIIN0000008962,Diabetology,Ambattur,North Chennai,0.6972732320538881,1.5676520954094606,1.5676520954094606,43.3,Medium,0.42321313670726385,212
NPIIN0000006146,Diabetology,Tambaram,South Chennai,0.7611302721219602,1.5724487620095595,1.5724487620095595,43.3,Medium,0.42250418101300363,212
NPIIN0000000905,Endocrinology,Porur,South Chennai,0.8651065841393724,1.4287209291741305,1.4287209291741305,42.9,Medium,0.41867703420260854,210
