hcp_id,specialty,locality,zone,Probability_Active,Positive_Demand,Expected_3M_Demand,Potential_Score,Potential_Category,final_hcp_score,Samples
NPIIN0000011874,Endocrinology,Anna Nagar,Central Chennai,0.7973013855193067,1.8906278930586171,1.8906278930586171,58.0,Medium,0.5616336233476609,260
NPIIN0000002469,Diabetology,Perambur,North Chennai,0.8237667713708312,1.8203962095886073,1.8203962095886073,57.9,Medium,0.5609924882649926,260
NPIIN0000004149,Diabetology,Ambattur,North Chennai,0.6727211991663034,1.8823461810661246,1.8823461810661246,57.8,Medium,0.5603019982500039,260
NPIIN0000011704,Diabetology,Ambattur,North Chennai,0.14046250814329744,2.1176852304800695,2.1176852304800695,57.3,Medium,0.5550436004308144,257
NPIIN0000008159,Diabetology,Egmore,Central Chennai,0.01845188214656312,2.1185375614153337,2.1185375614153337,57.3,Medium,0.554675135280872,257
NPIIN0000011678,Endocrinology,Sholinganallur,South Chennai,0.9536909389391325,1.768120953752751,1.768120953752751,57.0,Medium,0.552194124915325,256
NPIIN0000010374,Diabetology,Nungambakkam,Central Chennai,0.8740686849760617,1.7387578551902194,1.7387578551902194,56.7,Medium,0.5492059842714481,255
NPIIN0000009656,Diabetology,Sholinganallur,South Chennai,0.9485394611105911,1.7382395281232226,1.7382395281232226,56.6,Medium,0.5483572795895197,254
NPIIN0000008084,Endocrinology,Royapuram,North Chennai,0.8652812552854696,1.7656002242128988,1.7656002242128988,55.8,Medium,0.5402289280332971,250
NPIIN0000001764,Diabetology,Egmore,Central Chennai,0.9184109090213604,1.6800701323319218,1.6800701323319218,55.6,Medium,0.5383093606974597,250
NPIIN0000006335,Diabetology,Porur,South Chennai,0.8622622002310326,1.6576946843847937,1.6576946843847937,54.5,Medium,0.5279056634049955,245
NPIIN0000001722,Endocrinology,Anna Nagar,Central Chennai,0.7793360839527508,1.7004024698864253,1.7004024698864253,54.4,Medium,0.5268730775930948,244
NPIIN0000000031,Endocrinology,Adyar,South Chennai,0.8590168025687226,1.6658361006087425,1.6658361006087425,54.2,Medium,0.5254186667672338,244
NPIIN0000000649,Endocrinology,Sholinganallur,South Chennai,0.9252854547559562,1.6268115287080092,1.6268115287080092,54.1,Medium,0.5243729966148652,243
NPIIN0000007975,Endocrinology,Sholinganallur,South Chennai,0.9120416817647379,1.6592973028210256,1.6592973028210256,53.7,Medium,0.520117218028455,241
NPIIN0000007589,Diabetology,Ambattur,North Chennai,0.687267825008367,1.6669691613403381,1.6669691613403381,53.3,Medium,0.5160968233648427,239
NPIIN0000000951,General Medicine,Ambattur,North Chennai,0.08341449441356033,1.964839839219409,1.964839839219409,53.1,Medium,0.5144749403729804,238
NPIIN0000011637,Diabetology,Sholinganallur,South Chennai,0.9151824624912008,1.6379404130847623,1.6379404130847623,53.1,Medium,0.5140615463105003,238
NPIIN0000000238,Diabetology,Porur,South Chennai,0.43833120580379303,1.758049568338993,1.758049568338993,53.0,Medium,0.5131315063017174,238
NPIIN0000009980,Endocrinology,Kilpauk,Central Chennai,0.9548422046343917,1.6135060747893297,1.6135060747893297,52.9,Medium,0.5123371882839104,237
NPIIN0000001296,Diabetology,Madhavaram,North Chennai,0.8989510676179747,1.6025514968607535,1.6025514968607535,52.7,Medium,0.5104237592333453,237
NPIIN0000001469,Endocrinology,Guindy,South Chennai,0.7791567530755447,1.6492684582931136,1.6492684582931136,51.6,Medium,0.5000652166773515,232
NPIIN0000002660,Diabetology,Kilpauk,Central Chennai,0.7589175496413192,1.6449700534505862,1.6449700534505862,51.5,Medium,0.49899272190943145,231
NPIIN0000011679,Endocrinology,Madhavaram,North Chennai,0.8988209932517472,1.5489405318268232,1.5489405318268232,51.3,Medium,0.4972576839300954,231
NPIIN0000002803,Diabetology,T Nagar,Central Chennai,0.46142534281232744,1.7020375658430984,1.7020375658430984,51.2,Medium,0.4963450355204284,230
NPIIN0000000173,Diabetology,Mylapore,Central Chennai,0.943357673694159,1.5159866796948098,1.5159866796948098,51.1,Medium,0.4950691178482701,229
NPIIN0000008587,Endocrinology,T Nagar,Central Chennai,0.8923861488131332,1.5339774206297108,1.5339774206297108,50.8,Medium,0.49223825760878204,228
NPIIN0000008455,Endocrinology,Anna Nagar,Central Chennai,0.8475585552996617,1.6507741629441908,1.6507741629441908,50.8,Medium,0.4921531096912606,228
NPIIN0000008263,Diabetology,Guindy,South Chennai,0.6656819192883224,1.5898192775369548,1.5898192775369548,50.7,Medium,0.4915459500241447,228
NPIIN0000002278,Endocrinology,Kilpauk,Central Chennai,0.44828191933596856,1.6854259661428526,1.6854259661428526,50.7,Medium,0.4908070164955409,228
NPIIN0000003160,Endocrinology,Egmore,Central Chennai,0.011888196702031537,1.8667166621099687,1.8667166621099687,50.5,Medium,0.48875071262483655,227
NPIIN0000008798,Endocrinology,Tondiarpet,North Chennai,0.6158342253984997,1.6532148783798908,1.6532148783798908,50.4,Medium,0.48860775672612144,226
NPIIN0000002865,Endocrinology,Madhavaram,North Chennai,0.897829880611335,1.5166761850614066,1.5166761850614066,50.4,Medium,0.48790171392981907,226
NPIIN0000006461,Diabetology,Mylapore,Central Chennai,0.2818991013770063,1.8577354114046538,1.8577354114046538,50.3,Medium,0.48737345640808144,226
NPIIN0000006372,Endocrinology,Egmore,Central Chennai,0.3244600952972939,1.6860044505204195,1.6860044505204195,49.8,Medium,0.4828407416590402,224
NPIIN0000000792,Endocrinology,Tondiarpet,North Chennai,0.820669966724632,1.581789019790452,1.581789019790452,49.8,Medium,0.4824828953647023,224
NPIIN0000005349,Endocrinology,Adyar,South Chennai,0.906730182193397,1.583906823937139,1.583906823937139,49.5,Medium,0.4795626055761347,222
NPIIN0000005766,Diabetology,Madhavaram,North Chennai,0.9459733298538883,1.4655516730202756,1.4655516730202756,49.5,Medium,0.47935963668991366,222
NPIIN0000001702,Diabetology,Sholinganallur,South Chennai,0.9131171268440164,1.5052054743758254,1.5052054743758254,49.5,Medium,0.4793208360938605,222
NPIIN0000000091,General Medicine,Egmore,Central Chennai,0.08901566350530919,1.7716291471892094,1.7716291471892094,49.4,Medium,0.47895894980185005,222
NPIIN0000007051,General Medicine,Sholinganallur,South Chennai,0.9148470882180654,1.4846453591952176,1.4846453591952176,49.2,Medium,0.47670001632128634,221
NPIIN0000001938,Diabetology,Madhavaram,North Chennai,0.5053274708519488,1.4966627242221089,1.4966627242221089,49.0,Medium,0.4744195381377672,220
NPIIN0000010733,Endocrinology,Guindy,South Chennai,0.8277515790832519,1.5304574888351927,1.5304574888351927,49.0,Medium,0.4743503529417457,220
NPIIN0000005853,Endocrinology,Nungambakkam,Central Chennai,0.7739565678219661,1.5618931831842149,1.5618931831842149,48.9,Medium,0.4741234567153411,220
NPIIN0000002033,Endocrinology,Mylapore,Central Chennai,0.6660379155088902,1.5148524969420254,1.5148524969420254,48.9,Medium,0.4737550255915068,220
NPIIN0000006087,Endocrinology,Royapuram,North Chennai,0.796505970925728,1.5431315837848578,1.5431315837848578,48.6,Medium,0.4704803757761514,218
NPIIN0000005435,Diabetology,Adyar,South Chennai,0.8150892174230107,1.4534620128089948,1.4534620128089948,48.5,Medium,0.47010746205300963,218
NPIIN0000004763,Diabetology,Guindy,South Chennai,0.8941310507286198,1.4317034476887804,1.4317034476887804,48.5,Medium,0.46989501472453926,218
NPIIN0000005038,Endocrinology,Egmore,Central Chennai,0.940609800898685,1.4294052874762715,1.4294052874762715,48.5,Medium,0.4694544088618996,218
NPIIN0000006926,Endocrinology,T Nagar,Central Chennai,0.8431471562455852,1.483759767592012,1.483759767592012,48.4,Medium,0.46923907411512783,218
NPIIN0000006778,Diabetology,Royapuram,North Chennai,0.6709746117962264,1.5298233487253707,1.5298233487253707,48.3,Medium,0.4677825441907678,217
NPIIN0000003416,Endocrinology,T Nagar,Central Chennai,0.922420711955162,1.441250292078905,1.441250292078905,48.3,Medium,0.4675607425952605,217
NPIIN0000004435,Endocrinology,Ambattur,North Chennai,0.9387125035982045,1.405551599814888,1.405551599814888,48.1,Medium,0.46645915736058147,216
NPIIN0000000772,Diabetology,Ambattur,North Chennai,0.6508831161345443,1.5376420028654765,1.5376420028654765,48.1,Medium,0.46580457909066225,216
NPIIN0000003986,Endocrinology,Nungambakkam,Central Chennai,0.8392456087542224,1.4711824776975766,1.4711824776975766,48.1,Medium,0.4655095119501924,216
NPIIN0000010514,Dermatology,Perambur,North Chennai,0.840243228287528,1.4692858347897972,1.4692858347897972,48.0,Medium,0.4652500777184213,216
NPIIN0000005727,Endocrinology,Tambaram,South Chennai,0.9182780832591102,1.4378775699865078,1.4378775699865078,48.0,Medium,0.46489157903334266,216
NPIIN0000002077,Diabetology,Porur,South Chennai,0.9496110693667799,1.393729579207835,1.393729579207835,47.7,Medium,0.4624363412458966,214
