hcp_id,specialty,locality,zone,Probability_Active,Positive_Demand,Expected_3M_Demand,Potential_Score,Potential_Category,final_hcp_score,Samples
NPIIN0000001296,Diabetology,Madhavaram,North Chennai,0.6969306390334458,1.8393799414629712,1.8393799414629712,60.7,High,0.5966698704477724,99
NPIIN0000005499,Cardiology,T Nagar,Central Chennai,0.8747530124026298,1.7459829106077676,1.7459829106077676,60.4,High,0.5934321098536595,98
NPIIN0000010108,Cardiology,Sholinganallur,South Chennai,0.8074670623820254,1.7440880046177039,1.7440880046177039,59.8,Medium,0.5882258553778114,97
NPIIN0000004093,Endocrinology,Tambaram,South Chennai,0.2163211641489215,2.0089001271141282,2.0089001271141282,59.3,Medium,0.5834290817295188,97
NPIIN0000003706,Cardiology,Kilpauk,Central Chennai,0.8639052217953752,1.7108780088665818,1.7108780088665818,59.3,Medium,0.5832876319884844,97
NPIIN0000004557,Endocrinology,Guindy,South Chennai,0.2167743371845905,2.0081209530809763,2.0081209530809763,59.3,Medium,0.583195732773347,97
NPIIN0000006056,Endocrinology,Mylapore,Central Chennai,0.060498339724495045,2.00696638184712,2.00696638184712,59.3,Medium,0.583038356703306,97
NPIIN0000007908,Endocrinology,Tambaram,South Chennai,0.9492408149740529,1.649711614480448,1.649711614480448,58.8,Medium,0.5779063130535939,96
NPIIN0000002180,Cardiology,Velachery,South Chennai,0.3433911587376288,1.9707655270781512,1.9707655270781512,58.2,Medium,0.5724065640390817,95
NPIIN0000007307,Endocrinology,Mylapore,Central Chennai,0.7851861635164166,1.7239841205428383,1.7239841205428383,57.6,Medium,0.5667644536411589,94
NPIIN0000001944,Endocrinology,Mylapore,Central Chennai,0.284726301849111,1.948463991536195,1.948463991536195,57.5,Medium,0.5658170931001214,94
NPIIN0000009318,General Medicine,Egmore,Central Chennai,0.28721127494682835,1.946382134028109,1.946382134028109,57.5,Medium,0.5652223010885908,94
NPIIN0000003143,Cardiology,Velachery,South Chennai,0.6687417120117178,1.7418493719100545,1.7418493719100545,57.2,Medium,0.5624158572407646,93
NPIIN0000010611,Neurology,Mylapore,Central Chennai,0.2832510026676134,1.9231785271699677,1.9231785271699677,56.8,Medium,0.5585094026238245,92
NPIIN0000004613,Cardiology,Sholinganallur,South Chennai,0.05529867049624337,1.917088003092288,1.917088003092288,56.6,Medium,0.5566474297857766,92
NPIIN0000008209,Diabetology,Velachery,South Chennai,0.8990825431103091,1.5954410234102687,1.5954410234102687,56.4,Medium,0.5544090228692066,92
NPIIN0000001439,Diabetology,Porur,South Chennai,0.05722930011862367,1.8981712868176768,1.8981712868176768,56.0,Medium,0.550936534648367,91
NPIIN0000010363,Diabetology,Kilpauk,Central Chennai,0.8962376854005388,1.5702059899003924,1.5702059899003924,55.6,Medium,0.5471480335927645,91
NPIIN0000011110,Cardiology,Royapuram,North Chennai,0.9388276132850675,1.528771722756321,1.528771722756321,55.2,Medium,0.5425874005841904,90
NPIIN0000008716,Cardiology,T Nagar,Central Chennai,0.8992904327150574,1.548579747577032,1.548579747577032,55.0,Medium,0.5406169067618913,90
NPIIN0000006825,Endocrinology,Washermenpet,North Chennai,0.22915859303317804,1.8564728048202892,1.8564728048202892,54.8,Medium,0.5391881047098274,89
NPIIN0000011439,General Medicine,Tambaram,South Chennai,0.22869884515830266,1.8563208561799958,1.8563208561799958,54.8,Medium,0.5391435203257988,89
NPIIN0000003888,Cardiology,Adyar,South Chennai,0.8470407546609143,1.5304254268669197,1.5304254268669197,54.7,Medium,0.5375584157450071,89
NPIIN0000010396,Endocrinology,Washermenpet,North Chennai,0.8963699652149908,1.6065800470929277,1.6065800470929277,54.4,Medium,0.5353374918657823,89
NPIIN0000003940,Endocrinology,Egmore,Central Chennai,0.9201281276399168,1.5314278438213402,1.5314278438213402,54.1,Medium,0.5321593366239382,88
NPIIN0000007318,Endocrinology,Sholinganallur,South Chennai,0.3622310599903475,1.827238944436041,1.827238944436041,54.0,Medium,0.5307038608220601,88
NPIIN0000003592,Cardiology,Kilpauk,Central Chennai,0.35980472782884965,1.8257360066027228,1.8257360066027228,53.9,Medium,0.5302705324778197,88
NPIIN0000004037,Endocrinology,T Nagar,Central Chennai,0.8770646244856158,1.5334574388551494,1.5334574388551494,53.9,Medium,0.5301107642155012,88
NPIIN0000011211,General Medicine,Tondiarpet,North Chennai,0.3633063364380574,1.8245005759807038,1.8245005759807038,53.9,Medium,0.5299070861438292,88
NPIIN0000009078,Cardiology,Porur,South Chennai,0.26868658795765077,1.8190500549024882,1.8190500549024882,53.8,Medium,0.5287135896372094,88
NPIIN0000000233,Endocrinology,Tambaram,South Chennai,0.2802013531184331,1.8190500549024882,1.8190500549024882,53.8,Medium,0.528699477750842,88
NPIIN0000011417,Cardiology,Adyar,South Chennai,0.2689285816500603,1.8188127296218646,1.8188127296218646,53.8,Medium,0.5286137247166819,88
NPIIN0000003137,Cardiology,Sholinganallur,South Chennai,0.8909471993398326,1.505958946916342,1.505958946916342,53.8,Medium,0.5285783740743542,88
NPIIN0000004602,Endocrinology,Porur,South Chennai,0.6171413083036197,1.62884682073998,1.62884682073998,53.7,Medium,0.5281507449917187,87
NPIIN0000001139,Diabetology,Nungambakkam,Central Chennai,0.27126285945372863,1.816933313900381,1.816933313900381,53.7,Medium,0.5280989961520557,87
NPIIN0000001098,Endocrinology,Tambaram,South Chennai,0.8083863864869738,1.5221139482240846,1.5221139482240846,53.7,Medium,0.5279049363411464,87
NPIIN0000005898,Endocrinology,Velachery,South Chennai,0.8370961989143006,1.7143639244698858,1.7143639244698858,53.6,Medium,0.5273284284058847,87
NPIIN0000011719,Diabetology,Perambur,North Chennai,0.06076078193603967,1.8140449234872216,1.8140449234872216,53.5,Medium,0.5265193216450287,87
NPIIN0000008163,General Medicine,Egmore,Central Chennai,0.061047851804916446,1.812607984041229,1.812607984041229,53.5,Medium,0.5261022424260952,87
NPIIN0000001053,Endocrinology,Nungambakkam,Central Chennai,0.060943813628299315,1.8053416689766326,1.8053416689766326,53.3,Medium,0.5240582113064238,87
NPIIN0000008187,Cardiology,Washermenpet,North Chennai,0.5055332310186912,1.7845063192897876,1.7845063192897876,53.0,Medium,0.5210096492295504,86
NPIIN0000009044,Endocrinology,Ambattur,North Chennai,0.837385636554898,1.4825844923118887,1.4825844923118887,52.7,Medium,0.5179250459158197,86
NPIIN0000004351,Cardiology,T Nagar,Central Chennai,0.794868509571503,1.480257115245997,1.480257115245997,52.5,Medium,0.5162757850169784,85
NPIIN0000006220,Endocrinology,Washermenpet,North Chennai,0.8717413040638612,1.4998426396011932,1.4998426396011932,52.1,Medium,0.5127256834302849,85
NPIIN0000001281,Diabetology,Madhavaram,North Chennai,0.051015134310307624,1.7583180613280276,1.7583180613280276,51.9,Medium,0.5105980162253173,85
NPIIN0000005292,Endocrinology,Madhavaram,North Chennai,0.8548045973813891,1.4661154337607756,1.4661154337607756,51.8,Medium,0.5094160691736318,84
NPIIN0000008993,Endocrinology,Mylapore,Central Chennai,0.8790834202558365,1.4151933656317548,1.4151933656317548,50.9,Medium,0.5006102709895299,83
NPIIN0000004515,Cardiology,Egmore,Central Chennai,0.9225333260134282,1.3935769896392811,1.3935769896392811,50.0,Medium,0.4920479376904626,81
NPIIN0000001631,Endocrinology,Madhavaram,North Chennai,0.8866983883395423,1.3656951689473993,1.3656951689473993,49.7,Medium,0.4888492396477032,81
NPIIN0000002804,Cardiology,Royapuram,North Chennai,0.05004874411487324,1.6834174732940645,1.6834174732940645,49.7,Medium,0.48883002026712213,81
NPIIN0000008431,Diabetology,Anna Nagar,Central Chennai,0.9168001400873336,1.3918064834637753,1.3918064834637753,49.7,Medium,0.4882459228282219,81
NPIIN0000011547,Cardiology,Royapuram,North Chennai,0.9113635534347995,1.3491911693984888,1.3491911693984888,49.6,Medium,0.4879289359384621,81
NPIIN0000007127,Cardiology,T Nagar,Central Chennai,0.8364032749446936,1.3732416163979333,1.3732416163979333,49.5,Medium,0.48688598961980606,81
NPIIN0000009977,Endocrinology,Guindy,South Chennai,0.055372625607350706,1.671610558576244,1.671610558576244,49.4,Medium,0.4854063355145978,80
NPIIN0000011392,Endocrinology,Tondiarpet,North Chennai,0.05518507187834701,1.671610558576244,1.671610558576244,49.4,Medium,0.4854048274877347,80
NPIIN0000009959,Endocrinology,Tondiarpet,North Chennai,0.055386883417208425,1.671610558576244,1.671610558576244,49.4,Medium,0.4854039480053956,80
NPIIN0000003521,Cardiology,Perambur,North Chennai,0.058035404396187755,1.671610558576244,1.671610558576244,49.3,Medium,0.4852435542009971,80
NPIIN0000002297,Cardiology,Adyar,South Chennai,0.05996412372136326,1.6709171927468383,1.6709171927468383,49.3,Medium,0.4852011979457117,80
NPIIN0000002645,Endocrinology,Kilpauk,Central Chennai,0.055617051852575775,1.670620976422827,1.670620976422827,49.3,Medium,0.48512070885773956,80
